"Session","Project.Code","Session.Message","Session.Note","Record.","PIT.Tag","SRR.Code","Event.Type","Length","Weight","Conditional.Comments","Text.Comments","Event.Date","Event.Date..PST.","Event.Site","Life.Stage","Brood.Year","Migration.Year","Spawn.Year","Release.Site","RKM.Mask","RKM.Ext","Release.Temp","Release.Date","Release.Date..PST.","Tagger","Organization","Capture.Method","Mark.Method","Mark.Temp","Hold.Temp","Raceway.Transect.Tank","Hatchery","Stock","Latitude","Longitude","Lat.Long.Source","Detail.Note","Second.PIT.Tag","Coded.Wire.Tag","Card","Genetic.ID","Scale.ID","Coloration","Acoustic.Tag","Position","Radio.Tag","Stubby.Dorsal","Other.Tag","CRITFC.Comments","Marine.Mammal","Hook.Damage","Injury","Condition","Net.Damage"
"OJD-2020-216-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",1,"3DD.003D365B26","15U","Mark","400",NA,"AD AT MT RF",NA,"8/3/2020 7:18","8/3/2020 6:18","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/3/2020 7:18","8/3/2020 6:18","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649921,-121.936478,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",1,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-216-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",2,"3DD.003D365AEA","15U","Mark","780",NA,"AT MT RF",NA,"8/3/2020 8:13","8/3/2020 7:13","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/3/2020 8:13","8/3/2020 7:13","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.6502,-121.93692,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",2,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-216-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",3,"3DD.0077B9AC82","15U","Recapture","765",NA,"1< AT MT RE RF",NA,"8/3/2020 8:20","8/3/2020 7:20","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/3/2020 8:20","8/3/2020 7:20","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649818,-121.936211,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",3,NA,"No",NA,"Change Event type","No","No","",5,"No"
"OJD-2020-216-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",6,"3DD.003D365B2E","35U","Mark","680",NA,"1< AD AT FU MT RF",NA,"8/3/2020 9:06","8/3/2020 8:06","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/3/2020 9:06","8/3/2020 8:06","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649891,-121.936211,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",1,NA,"Yes",NA,"","No","YES","HD",5,"YES"
"OJD-2020-216-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",7,"3DD.003D365B3D","15U","Mark","645",NA,"AD AT MT RF",NA,"8/3/2020 9:11","8/3/2020 8:11","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/3/2020 9:11","8/3/2020 8:11","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.650291,-121.93676,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",4,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-216-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",8,"3DD.003D365B35","35U","Mark","570",NA,"1< AD AT MT PA RF",NA,"8/3/2020 9:17","8/3/2020 8:17","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/3/2020 9:17","8/3/2020 8:17","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649799,-121.936462,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",2,NA,"Yes",NA,"","No","No","",5,"No"
"OJD-2020-216-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",9,"3DD.003D365AFB","15U","Mark","815",NA,"AD AT MT RF",NA,"8/3/2020 9:44","8/3/2020 8:44","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/3/2020 9:44","8/3/2020 8:44","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649761,-121.936203,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",5,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-216-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",10,"3DD.003D365B0D","15U","Mark","695",NA,"AD AT MT RF",NA,"8/3/2020 9:47","8/3/2020 8:47","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/3/2020 9:47","8/3/2020 8:47","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",6,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-216-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",11,"3DD.003D365B1F","15U","Mark","910",NA,"AD AT MT RF",NA,"8/3/2020 9:48","8/3/2020 8:48","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/3/2020 9:48","8/3/2020 8:48","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",7,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-216-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",12,"3DD.003D365B32","35U","Mark","665",NA,"1< AD AT FU MT RF",NA,"8/3/2020 9:52","8/3/2020 8:52","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/3/2020 9:52","8/3/2020 8:52","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.650028,-121.936371,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",3,NA,"No",NA,"","No","No","",4,"YES"
"OJD-2020-216-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",15,"3DD.003D365B25","35U","Mark","670",NA,"<2 AD AT MT RF",NA,"8/3/2020 10:15","8/3/2020 9:15","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/3/2020 10:15","8/3/2020 9:15","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649719,-121.936401,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",4,NA,"Yes",NA,"","No","No","N",4,"YES"
"OJD-2020-216-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",16,"3DD.003D365B22","15U","Mark","660",NA,"AD AT CA MT RF",NA,"8/3/2020 10:18","8/3/2020 9:18","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/3/2020 10:18","8/3/2020 9:18","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649921,-121.936417,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",8,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-216-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",17,"3DD.007797EFEF","35U","Recapture","645",NA,"<2 AT MT RE RF",NA,"8/3/2020 10:47","8/3/2020 9:47","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/3/2020 10:47","8/3/2020 9:47","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649899,-121.93631,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",5,NA,"No",NA,"change event type","No","No","N",5,"yes"
"OJD-2020-216-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",18,"3DD.003D365AF0","35U","Mark","730",NA,"<2 AD AT MT RF",NA,"8/3/2020 10:51","8/3/2020 9:51","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/3/2020 10:51","8/3/2020 9:51","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649811,-121.936081,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",6,NA,"No",NA,"","No","No","N",4,"yes"
"OJD-2020-216-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",19,"3DD.003D365AF7","35U","Mark","520",NA,"AD AT CA FU MT RF",NA,"8/3/2020 10:54","8/3/2020 9:54","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/3/2020 10:54","8/3/2020 9:54","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",7,NA,"Yes",NA,"","No","No","",4,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",1,"3DD.003D365B0A","35U","Mark","695",NA,"1< AD AT FU MT PT RF",NA,"8/4/2020 6:51","8/4/2020 5:51","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 6:51","8/4/2020 5:51","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649879,-121.936111,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",1,NA,"Yes",NA,"","No","No","N",4,"yes"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",2,"3DD.00776669B4","35U","Recapture","715",NA,"1< AT CA MT PA RE RF",NA,"8/4/2020 8:04","8/4/2020 7:04","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 8:04","8/4/2020 7:04","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649799,-121.936333,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",2,NA,"No",NA,"change event type","No","No","",4,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",3,"3DD.003D365ADE","35U","Mark","690",NA,"<2 AD AT MT PA RF TM",NA,"8/4/2020 8:46","8/4/2020 7:46","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 8:46","8/4/2020 7:46","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.64986,-121.936394,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",3,NA,"Yes",NA,"","No","No","",4,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",4,"3DD.003D365AE5","15U","Mark","525",NA,"AT MT RF",NA,"8/4/2020 8:48","8/4/2020 7:48","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 8:48","8/4/2020 7:48","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649799,-121.936157,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",1,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",5,"3DD.003D365B2C","35U","Mark","730",NA,"1< AD AT MT PT RF",NA,"8/4/2020 9:11","8/4/2020 8:11","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 9:11","8/4/2020 8:11","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.650051,-121.936302,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",4,NA,"Yes",NA,"","No","No","",5,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",7,"3DD.003D365AF9","15U","Mark","800",NA,"AT MT RF",NA,"8/4/2020 9:30","8/4/2020 8:30","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 9:30","8/4/2020 8:30","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",2,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",9,"3DD.003D365AEE","35U","Mark","725",NA,"1< AD AT MT RF",NA,"8/4/2020 9:43","8/4/2020 8:43","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 9:43","8/4/2020 8:43","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",5,NA,"Yes",NA,"","No","No","",5,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",10,"3DD.003D365B24","35U","Mark","815",NA,"AD AT MT RF",NA,"8/4/2020 9:44","8/4/2020 8:44","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 9:44","8/4/2020 8:44","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.64996,-121.936401,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",6,NA,"No",NA,"","Yes","No","GASH",3,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",12,"3DD.003D365B20","15U","Mark","695",NA,"AD AT MT RF",NA,"8/4/2020 9:56","8/4/2020 8:56","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 9:56","8/4/2020 8:56","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649799,-121.936203,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",3,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",14,"3DD.003D365AE6","35U","Mark","745",NA,"1< AT DF FU MT RF",NA,"8/4/2020 10:19","8/4/2020 9:19","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 10:19","8/4/2020 9:19","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",7,NA,"No",NA,"","Yes","No","MM",3,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",15,"3DD.003D365AF3","15U","Mark","845",NA,"AT MT RF",NA,"8/4/2020 10:21","8/4/2020 9:21","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 10:21","8/4/2020 9:21","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649738,-121.936089,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",4,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",16,"3DD.003D365B02","15U","Mark","Adult Fish",NA,"<2 AT MT RF",NA,"8/4/2020 10:28","8/4/2020 9:28","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 10:28","8/4/2020 9:28","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649792,-121.936073,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",5,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",17,"3DD.003D365AE0","15U","Mark","825",NA,"1< AT MT RF",NA,"8/4/2020 10:30","8/4/2020 9:30","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 10:30","8/4/2020 9:30","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649731,-121.935577,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",6,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",18,"3DD.003D365AEF","35U","Mark","785",NA,"1< AT MT RF",NA,"8/4/2020 10:36","8/4/2020 9:36","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 10:36","8/4/2020 9:36","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649731,-121.935966,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",8,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",19,"3DD.003D365B37","15U","Mark","550",NA,"AT MT RF",NA,"8/4/2020 10:39","8/4/2020 9:39","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 10:39","8/4/2020 9:39","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649738,-121.93618,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",7,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",20,"3DD.003D365B3E","35U","Mark","650",NA,"1< AT MT RF",NA,"8/4/2020 10:45","8/4/2020 9:45","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 10:45","8/4/2020 9:45","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649719,-121.935997,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",9,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-217-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",21,"3DD.003D365AE4","35U","Mark","765",NA,"1< AT MT RF",NA,"8/4/2020 10:47","8/4/2020 9:47","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/4/2020 10:47","8/4/2020 9:47","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649799,-121.936218,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",10,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",1,"3DD.003D365AEC","35U","Mark","635",NA,"AD AT MT RF",NA,"8/5/2020 6:55","8/5/2020 5:55","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/5/2020 6:55","8/5/2020 5:55","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649849,-121.936081,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",1,NA,"No",NA,"","Yes","No","GASH",4,"No"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",2,"3DD.003D365AFC","35U","Mark","730",NA,"AD AT MT RF",NA,"8/5/2020 7:36","8/5/2020 6:36","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/5/2020 7:36","8/5/2020 6:36","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.64983,-121.93618,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",2,NA,"No",NA,"","Yes","No","GASH",4,"No"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",3,"3DD.003D365AF6","35U","Mark","595",NA,"1< AD AT MT RF",NA,"8/5/2020 7:38","8/5/2020 6:38","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/5/2020 7:38","8/5/2020 6:38","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649879,-121.936508,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",3,NA,"Yes",NA,"","No","no","GASH",3,"yes"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",4,"3DD.003D365B36","15U","Mark","620",NA,"1< AD AT MT RF",NA,"8/5/2020 8:02","8/5/2020 7:02","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/5/2020 8:02","8/5/2020 7:02","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649841,-121.936302,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",1,NA,"No",NA,"","Yes","No","MM",4,"No"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",5,"3DD.003D365B2D","35U","Mark","645",NA,"1< AT CA FU MT PA RF",NA,"8/5/2020 8:07","8/5/2020 7:07","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/5/2020 8:07","8/5/2020 7:07","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649738,-121.936508,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",4,NA,"No",NA,"","Yes","No","GASH",3,"No"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",7,"3DD.003D365B3F","35U","Mark","645",NA,">2 AT CA DF MT RF",NA,"8/5/2020 8:17","8/5/2020 7:17","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/5/2020 8:17","8/5/2020 7:17","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.650051,-121.936447,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",5,NA,"No",NA,"","Yes","No","MM",3,"yes"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",8,"3DD.003D365B05","15U","Mark","830",NA,"1< AD AT MT RF",NA,"8/5/2020 8:29","8/5/2020 7:29","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/5/2020 8:29","8/5/2020 7:29","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.650089,-121.936401,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",2,NA,"No",NA,"","No","No","N",5,"yes"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",9,"3DD.003D365B11","15U","Mark","495",NA,"AD AT MT RF",NA,"8/5/2020 8:37","8/5/2020 7:37","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/5/2020 8:37","8/5/2020 7:37","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.64996,-121.936523,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",3,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",10,"3DD.003D365B29","35U","Mark","525",NA,"1< AT CA DF MT RF",NA,"8/5/2020 8:48","8/5/2020 7:48","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/5/2020 8:48","8/5/2020 7:48","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.649929,-121.936401,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",6,NA,"No",NA,"","Yes","No","MM",3,"No"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",11,"3DD.003BC68876","35U","Recapture","675",NA,"1< AT MT RE RF",NA,"8/5/2020 9:21","8/5/2020 8:21","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20.5,"8/5/2020 9:21","8/5/2020 8:21","BRESHEARS L","ODFW","LADDER","HAND",20.5,20.5,NA,NA,NA,45.649929,-121.936378,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",7,NA,"Yes",NA,"change event type","No","No","",5,"No"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",12,"3DD.003D365B16","15U","Mark","Adult Fish",NA,"1> AT MT RF",NA,"8/5/2020 9:28","8/5/2020 8:28","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20.5,"8/5/2020 9:28","8/5/2020 8:28","BRESHEARS L","ODFW","LADDER","HAND",20.5,20.5,NA,NA,NA,45.649799,-121.936394,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",4,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",13,"3DD.003D365AED","15U","Mark","780",NA,"AD AT MT RF",NA,"8/5/2020 9:29","8/5/2020 8:29","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20.5,"8/5/2020 9:29","8/5/2020 8:29","BRESHEARS L","ODFW","LADDER","HAND",20.5,20.5,NA,NA,NA,45.649479,-121.935921,"GPS",NA,NA,NA,1,NA,NA,"I","ID:",5,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",14,"3DD.003D365B1C","35U","Mark","610",NA,"AD AT FU MT PA RF",NA,"8/5/2020 9:46","8/5/2020 8:46","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20.5,"8/5/2020 9:46","8/5/2020 8:46","BRESHEARS L","ODFW","LADDER","HAND",20.5,20.5,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",8,NA,"Yes",NA,"","No","No","",3,"No"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",16,"3DD.0077ACD93C","35U","Recapture","755",NA,"1< AD AT MT RE RF",NA,"8/5/2020 9:55","8/5/2020 8:55","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20.5,"8/5/2020 9:55","8/5/2020 8:55","BRESHEARS L","ODFW","LADDER","HAND",20.5,20.5,NA,NA,NA,45.649738,-121.936241,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",9,NA,"Yes",NA,"change event type","No","No","N",5,"yes"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",17,"3DD.003D365AFE","35U","Mark","675",NA,"1< AT MT PA RF",NA,"8/5/2020 9:56","8/5/2020 8:56","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20.5,"8/5/2020 9:56","8/5/2020 8:56","BRESHEARS L","ODFW","LADDER","HAND",20.5,20.5,NA,NA,NA,45.64978,-121.935913,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",10,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",18,"3DD.003D365B30","35U","Mark","650",NA,"1> AD AT MT PT RF",NA,"8/5/2020 10:13","8/5/2020 9:13","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20.5,"8/5/2020 10:13","8/5/2020 9:13","BRESHEARS L","ODFW","LADDER","HAND",20.5,20.5,NA,NA,NA,45.649349,-121.93576,"GPS",NA,NA,NA,2,NA,NA,"B","ID:",1,NA,"Yes",NA,"","No","No","",5,"No"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",19,"3DD.003D365AF8","15U","Mark","495",NA,"AD AT MT RF",NA,"8/5/2020 10:14","8/5/2020 9:14","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20.5,"8/5/2020 10:14","8/5/2020 9:14","BRESHEARS L","ODFW","LADDER","HAND",20.5,20.5,NA,NA,NA,45.650169,-121.935898,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",6,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-218-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",20,"3DD.003D365B41","35U","Mark","640",NA,"AD AT MT RF",NA,"8/5/2020 10:20","8/5/2020 9:20","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20.5,"8/5/2020 10:20","8/5/2020 9:20","BRESHEARS L","ODFW","LADDER","HAND",20.5,20.5,NA,NA,NA,45.649689,-121.935478,"GPS",NA,NA,NA,2,NA,NA,"B","ID:",2,NA,"No",NA,"","No","No","",5,"No"
